slot_index|date|start_hour|end_hour|person_count|person_ids
48|2021-11-24|12|24|47|19791209380832,19791209382522,19791209352659,19791209396700,19791209316241,19791209373056,19791209323566,19791209300727,19791209333551,19791209367942,19791209360626,19791209342732,19791209319121,19791209365341,19791209316731,19791209308450,19791209308288,19791209357787,19791209302979,19791209389931,19791209333228,19791209319530,19791209382809,19791209300070,19791209353896,19791209380840,19791209372447,19791209399662,19791209354847,19791209393393,19791209322186,19791209375495,19791209316669,19791209313283,19791209302115,19791209383223,19791209384686,19791209342047,19791209359416,19791209398666,19791209396917,19791209379893,19791209383256,19791209316296,19791209310366,19791209363399,19791209316670
49|2021-11-25|0|12|40|19791209326153,19791209347241,19791209367041,19791209359521,19791209345356,19791209368818,19791209391128,19791209341151,19791209302130,19791209367765,19791209357326,19791209312263,19791209382150,19791209360623,19791209361452,19791209315160,19791209302493,19791209339702,19791209336507,19791209336827,19791209374610,19791209327351,19791209301170,19791209352136,19791209388782,19791209379581,19791209363040,19791209328083,19791209350351,19791209325103,19791209355415,19791209371236,19791209371793,19791209312868,19791209327996,19791209310594,19791209365076,19791209398637,19791209360353,19791209386559
50|2021-11-25|12|24|37|19791209332334,19791209378638,19791209328845,19791209317174,19791209387214,19791209320059,19791209349328,19791209365590,19791209304531,19791209378719,19791209344882,19791209314871,19791209306814,19791209389454,19791209303451,19791209348096,19791209354463,19791209337575,19791209309956,19791209324084,19791209396689,19791209333846,19791209361391,19791209348829,19791209338727,19791209357852,19791209350634,19791209319762,19791209393822,19791209398553,19791209327525,19791209340525,19791209376025,19791209370178,19791209363649,19791209325265,19791209386431
51|2021-11-26|0|12|29|19791209353312,19791209309982,19791209354589,19791209316502,19791209303309,19791209396560,19791209380142,19791209324047,19791209330560,19791209337836,19791209320824,19791209319626,19791209388460,19791209372528,19791209304064,19791209306859,19791209308056,19791209367754,19791209330339,19791209347135,19791209360053,19791209367742,19791209303321,19791209316417,19791209347481,19791209359751,19791209379507,19791209303905,19791209393210
52|2021-11-26|12|24|44|19791209314224,19791209310251,19791209300659,19791209357963,19791209375270,19791209334917,19791209386185,19791209361813,19791209336677,19791209334212,19791209305306,19791209340233,19791209348508,19791209374415,19791209394937,19791209320654,19791209332646,19791209366763,19791209326039,19791209326164,19791209345861,19791209312010,19791209360204,19791209380348,19791209308451,19791209348687,19791209304209,19791209327790,19791209308931,19791209376244,19791209305054,19791209323252,19791209341388,19791209313795,19791209348426,19791209358346,19791209307983,19791209372418,19791209368781,19791209399598,19791209312145,19791209334574,19791209380973,19791209320326
53|2021-11-27|0|12|48|19791209358048,19791209349248,19791209312158,19791209382345,19791209318145,19791209323211,19791209316588,19791209366530,19791209366268,19791209330933,19791209338101,19791209394415,19791209329357,19791209373482,19791209338035,19791209377930,19791209326105,19791209309172,19791209350937,19791209353428,19791209331587,19791209325661,19791209356543,19791209362505,19791209370358,19791209334151,19791209327532,19791209350986,19791209370227,19791209315938,19791209385624,19791209336029,19791209340434,19791209345629,19791209323346,19791209335647,19791209325046,19791209309899,19791209324172,19791209332068,19791209310174,19791209338816,19791209350659,19791209320541,19791209345309,19791209326938,19791209345985,19791209305164
54|2021-11-27|12|24|38|19791209358827,19791209308831,19791209321953,19791209392626,19791209379851,19791209320231,19791209306560,19791209324034,19791209364798,19791209347591,19791209391626,19791209399924,19791209354456,19791209355958,19791209306687,19791209356310,19791209347414,19791209355488,19791209358251,19791209341138,19791209322223,19791209342960,19791209392370,19791209375609,19791209309893,19791209380801,19791209346959,19791209344057,19791209328667,19791209322468,19791209318358,19791209316630,19791209390189,19791209350568,19791209359355,19791209305267,19791209339224,19791209364822
55|2021-11-28|0|12|47|19791209398223,19791209377366,19791209344262,19791209372315,19791209337702,19791209345486,19791209369483,19791209336360,19791209383392,19791209304552,19791209382872,19791209398431,19791209392157,19791209342776,19791209364164,19791209331818,19791209378335,19791209359581,19791209366671,19791209358395,19791209397781,19791209321959,19791209369284,19791209327881,19791209395926,19791209359153,19791209313653,19791209357633,19791209353985,19791209398589,19791209391145,19791209311031,19791209306975,19791209370640,19791209315693,19791209331699,19791209314104,19791209307887,19791209348272,19791209329195,19791209320514,19791209379742,19791209385548,19791209399735,19791209323063,19791209321783,19791209369996
56|2021-11-28|12|24|61|19791209323723,19791209366528,19791209350678,19791209399709,19791209387144,19791209326899,19791209321819,19791209314526,19791209377743,19791209342627,19791209317728,19791209326179,19791209308855,19791209354390,19791209334368,19791209300413,19791209373958,19791209317967,19791209346449,19791209307766,19791209340651,19791209309352,19791209373926,19791209334840,19791209359283,19791209350998,19791209320494,19791209300622,19791209358849,19791209319296,19791209378437,19791209330822,19791209395871,19791209339131,19791209379820,19791209339975,19791209356984,19791209349524,19791209343587,19791209380201,19791209308297,19791209304200,19791209319454,19791209326486,19791209338657,19791209345132,19791209329371,19791209330896,19791209315262,19791209399128,19791209377790,19791209382513,19791209391202,19791209370997,19791209331516,19791209353825,19791209360150,19791209301269,19791209333291,19791209335507,19791209366484
57|2021-11-29|0|12|58|19791209397039,19791209375982,19791209323657,19791209308884,19791209303354,19791209355740,19791209398526,19791209375826,19791209322767,19791209389489,19791209382381,19791209334381,19791209362027,19791209367192,19791209398796,19791209312945,19791209396313,19791209338383,19791209359249,19791209356061,19791209310974,19791209368158,19791209366818,19791209378584,19791209310227,19791209351815,19791209345902,19791209342702,19791209343204,19791209331249,19791209391336,19791209374140,19791209318288,19791209366949,19791209383542,19791209330997,19791209377594,19791209317339,19791209383353,19791209311973,19791209318369,19791209373503,19791209339117,19791209372069,19791209346008,19791209332662,19791209389824,19791209361316,19791209353514,19791209342501,19791209383144,19791209318919,19791209358652,19791209368753,19791209342530,19791209330475,19791209392431,19791209385103
58|2021-11-29|12|24|50|19791209323858,19791209399842,19791209383604,19791209326132,19791209310618,19791209375170,19791209359301,19791209397196,19791209321130,19791209319517,19791209352522,19791209303365,19791209330758,19791209359719,19791209309235,19791209333605,19791209367807,19791209323882,19791209327491,19791209322398,19791209374091,19791209316147,19791209352799,19791209379101,19791209314754,19791209372226,19791209325136,19791209386692,19791209334588,19791209311546,19791209315046,19791209330830,19791209395117,19791209321732,19791209338747,19791209309639,19791209316853,19791209311445,19791209311026,19791209315028,19791209359428,19791209358314,19791209306406,19791209371405,19791209384329,19791209324536,19791209376522,19791209354516,19791209324630,19791209357366
59|2021-11-30|0|12|32|19791209340424,19791209311802,19791209309147,19791209354864,19791209390180,19791209348250,19791209347933,19791209309168,19791209385540,19791209346305,19791209355187,19791209339496,19791209384554,19791209313605,19791209334911,19791209350809,19791209343911,19791209352769,19791209320167,19791209308592,19791209376961,19791209357678,19791209305009,19791209390081,19791209309651,19791209344799,19791209381514,19791209326346,19791209361990,19791209326744,19791209311791,19791209370076
60|2021-11-30|12|24|43|19791209341043,19791209375834,19791209334864,19791209369131,19791209316819,19791209381368,19791209353837,19791209303628,19791209302829,19791209393804,19791209338320,19791209396071,19791209394249,19791209369559,19791209306421,19791209382095,19791209312837,19791209372339,19791209392918,19791209301564,19791209309355,19791209313120,19791209329198,19791209360098,19791209394492,19791209314511,19791209360940,19791209379355,19791209306281,19791209333034,19791209374185,19791209325715,19791209341386,19791209359604,19791209363697,19791209344031,19791209317747,19791209343091,19791209310298,19791209318611,19791209323137,19791209312590,19791209368887
61|2021-12-01|0|12|46|19791209309386,19791209365216,19791209346488,19791209301499,19791209352643,19791209345403,19791209348170,19791209394933,19791209321300,19791209377667,19791209330944,19791209382307,19791209347453,19791209351403,19791209346771,19791209346433,19791209330172,19791209381625,19791209337216,19791209356529,19791209373929,19791209360068,19791209340183,19791209333847,19791209353016,19791209311067,19791209303853,19791209389503,19791209371990,19791209352152,19791209310777,19791209391358,19791209369606,19791209353383,19791209375744,19791209363145,19791209311377,19791209379595,19791209356962,19791209374928,19791209326496,19791209328810,19791209324919,19791209346712,19791209331990,19791209364080
62|2021-12-01|12|24|53|19791209329159,19791209355766,19791209346723,19791209340501,19791209343205,19791209321663,19791209366674,19791209376323,19791209339429,19791209347824,19791209345296,19791209381871,19791209320144,19791209381347,19791209357849,19791209325587,19791209329667,19791209313976,19791209349785,19791209309638,19791209391130,19791209313517,19791209364556,19791209315263,19791209331816,19791209313765,19791209321245,19791209379298,19791209357628,19791209363159,19791209359028,19791209360694,19791209318738,19791209340248,19791209358228,19791209325541,19791209326268,19791209396366,19791209317527,19791209311673,19791209320836,19791209388099,19791209351810,19791209362677,19791209389191,19791209332839,19791209357466,19791209349210,19791209373008,19791209307581,19791209336937,19791209398484,19791209361288
63|2021-12-02|0|12|39|19791209316738,19791209320395,19791209346418,19791209303845,19791209304451,19791209382782,19791209369676,19791209308356,19791209393487,19791209351294,19791209365169,19791209346075,19791209369251,19791209315490,19791209301263,19791209373727,19791209343836,19791209313191,19791209326987,19791209375695,19791209394926,19791209396722,19791209391345,19791209371261,19791209383238,19791209319871,19791209308372,19791209316313,19791209387171,19791209390993,19791209377811,19791209368464,19791209315426,19791209394023,19791209379545,19791209304039,19791209374586,19791209396962,19791209372937
64|2021-12-02|12|24|57|19791209344378,19791209394992,19791209389012,19791209315688,19791209380002,19791209363842,19791209357825,19791209354913,19791209396582,19791209321550,19791209353646,19791209372548,19791209346060,19791209355534,19791209353371,19791209397547,19791209314559,19791209315527,19791209317345,19791209341888,19791209321769,19791209344295,19791209325352,19791209391136,19791209378733,19791209396861,19791209329219,19791209311869,19791209367531,19791209310430,19791209315709,19791209335005,19791209358328,19791209359038,19791209366579,19791209399067,19791209303091,19791209311097,19791209316447,19791209345172,19791209354531,19791209368045,19791209307580,19791209395519,19791209317713,19791209349989,19791209379310,19791209328189,19791209365776,19791209317531,19791209334433,19791209366955,19791209318387,19791209339803,19791209386840,19791209393976,19791209331915
65|2021-12-03|0|12|33|19791209327603,19791209345990,19791209343955,19791209362276,19791209386021,19791209386154,19791209314525,19791209382563,19791209367952,19791209305730,19791209369289,19791209330044,19791209349503,19791209396398,19791209390711,19791209305741,19791209356645,19791209361984,19791209369616,19791209302374,19791209367566,19791209343143,19791209365550,19791209303987,19791209337905,19791209340478,19791209306912,19791209303982,19791209304604,19791209302512,19791209336270,19791209393844,19791209395866
66|2021-12-03|12|24|52|19791209313584,19791209302707,19791209310092,19791209332747,19791209334507,19791209350892,19791209353856,19791209372567,19791209392733,19791209396636,19791209309026,19791209308231,19791209329452,19791209323330,19791209395512,19791209335468,19791209343100,19791209379892,19791209326629,19791209326512,19791209373266,19791209335453,19791209309878,19791209355246,19791209308590,19791209374893,19791209389573,19791209369430,19791209371116,19791209324605,19791209316215,19791209357699,19791209341327,19791209393614,19791209333906,19791209314778,19791209396291,19791209312869,19791209396161,19791209346652,19791209326570,19791209357276,19791209306022,19791209331346,19791209368938,19791209310471,19791209362781,19791209369204,19791209343078,19791209315782,19791209373341,19791209342871
67|2021-12-04|0|12|42|19791209317141,19791209338148,19791209304767,19791209399011,19791209340860,19791209303758,19791209376147,19791209347535,19791209357314,19791209377578,19791209306104,19791209322633,19791209378545,19791209337871,19791209357284,19791209350348,19791209353475,19791209350975,19791209339846,19791209329736,19791209384431,19791209303571,19791209333713,19791209352449,19791209393080,19791209317786,19791209320210,19791209314370,19791209389986,19791209325773,19791209302607,19791209357101,19791209364689,19791209326079,19791209333342,19791209375775,19791209346401,19791209319920,19791209397633,19791209314399,19791209314600,19791209372877
68|2021-12-04|12|24|44|19791209322586,19791209329395,19791209357426,19791209339859,19791209356183,19791209321648,19791209382407,19791209350904,19791209372777,19791209332996,19791209330103,19791209349837,19791209322506,19791209356294,19791209358832,19791209383200,19791209391493,19791209337302,19791209322900,19791209364483,19791209312759,19791209383089,19791209335292,19791209319299,19791209338731,19791209306704,19791209343155,19791209359725,19791209348617,19791209376324,19791209342437,19791209320202,19791209331451,19791209399479,19791209327014,19791209312075,19791209350272,19791209345736,19791209333590,19791209386757,19791209393199,19791209363288,19791209378355,19791209325397
69|2021-12-05|0|12|44|19791209387183,19791209367003,19791209389393,19791209322324,19791209328690,19791209354249,19791209393710,19791209344325,19791209387170,19791209350350,19791209348238,19791209321828,19791209338566,19791209328737,19791209374454,19791209333873,19791209320152,19791209396145,19791209309314,19791209325070,19791209385217,19791209333356,19791209300696,19791209333689,19791209373674,19791209312394,19791209315918,19791209399240,19791209330479,19791209382022,19791209329017,19791209302967,19791209309308,19791209370883,19791209374226,19791209374778,19791209328567,19791209398817,19791209348277,19791209325271,19791209315979,19791209372874,19791209392366,19791209305718
70|2021-12-05|12|24|40|19791209321112,19791209357593,19791209386329,19791209340711,19791209368113,19791209348821,19791209370374,19791209319448,19791209327514,19791209308285,19791209330999,19791209386604,19791209324399,19791209358709,19791209315872,19791209320364,19791209343086,19791209333512,19791209304796,19791209360969,19791209301859,19791209319831,19791209328573,19791209373455,19791209329796,19791209311357,19791209358799,19791209355022,19791209367020,19791209344146,19791209305573,19791209320028,19791209316433,19791209389097,19791209309322,19791209357644,19791209362181,19791209374726,19791209347940,19791209333144
71|2021-12-06|0|12|48|19791209356009,19791209349293,19791209333797,19791209322544,19791209345334,19791209366613,19791209377437,19791209368193,19791209333816,19791209341443,19791209385589,19791209335190,19791209349821,19791209399964,19791209300945,19791209342272,19791209342685,19791209353297,19791209389320,19791209305345,19791209305100,19791209371086,19791209352316,19791209334791,19791209396799,19791209341167,19791209397761,19791209383609,19791209302923,19791209347256,19791209389877,19791209337185,19791209306056,19791209305714,19791209369229,19791209394582,19791209327069,19791209311981,19791209390540,19791209339339,19791209376631,19791209315615,19791209357552,19791209378782,19791209319030,19791209366296,19791209330507,19791209329894
72|2021-12-06|12|24|46|19791209351949,19791209392372,19791209397517,19791209338729,19791209328020,19791209394674,19791209374207,19791209325434,19791209382876,19791209369199,19791209321140,19791209370375,19791209317541,19791209323650,19791209373232,19791209310758,19791209351710,19791209347068,19791209360816,19791209366565,19791209376136,19791209360590,19791209357327,19791209359670,19791209365384,19791209316394,19791209337310,19791209369444,19791209315809,19791209389220,19791209379768,19791209396274,19791209332368,19791209359256,19791209339812,19791209329766,19791209324731,19791209312168,19791209398822,19791209326742,19791209381535,19791209321240,19791209361512,19791209387927,19791209381872,19791209370368
73|2021-12-07|0|12|40|19791209392325,19791209352990,19791209384120,19791209393783,19791209357392,19791209396507,19791209379696,19791209337716,19791209341430,19791209343673,19791209308760,19791209358841,19791209371857,19791209387985,19791209379150,19791209302182,19791209386146,19791209354149,19791209358323,19791209305819,19791209339244,19791209347311,19791209346540,19791209388276,19791209308961,19791209366992,19791209338006,19791209344282,19791209382984,19791209381770,19791209318799,19791209320433,19791209392367,19791209376957,19791209321793,19791209327475,19791209334084,19791209386267,19791209335543,19791209317673
74|2021-12-07|12|24|45|19791209373935,19791209391337,19791209347286,19791209341305,19791209344805,19791209335933,19791209324483,19791209325532,19791209310495,19791209301544,19791209344678,19791209326830,19791209307201,19791209338415,19791209382238,19791209320951,19791209380019,19791209329139,19791209313068,19791209353433,19791209345131,19791209337910,19791209303951,19791209396841,19791209344623,19791209386713,19791209324206,19791209376426,19791209331905,19791209322898,19791209314837,19791209371853,19791209302804,19791209316443,19791209341491,19791209308113,19791209337730,19791209321609,19791209343745,19791209374908,19791209312864,19791209358913,19791209341160,19791209325084,19791209366111
75|2021-12-08|0|12|48|19791209312889,19791209312410,19791209376400,19791209328746,19791209305006,19791209364119,19791209383294,19791209325682,19791209390781,19791209315217,19791209389560,19791209305697,19791209377557,19791209361777,19791209371280,19791209391729,19791209370851,19791209314943,19791209369305,19791209359858,19791209340508,19791209333369,19791209326574,19791209340409,19791209325112,19791209318062,19791209384141,19791209360142,19791209324367,19791209398777,19791209364838,19791209348085,19791209392625,19791209390498,19791209368575,19791209365963,19791209323472,19791209313850,19791209348499,19791209340390,19791209362626,19791209360141,19791209367525,19791209386728,19791209360679,19791209339468,19791209328545,19791209304339
76|2021-12-08|12|24|42|19791209379323,19791209320051,19791209343132,19791209321733,19791209334887,19791209387078,19791209322000,19791209305750,19791209310964,19791209366115,19791209369968,19791209308079,19791209339690,19791209399083,19791209371153,19791209300337,19791209329889,19791209329145,19791209330728,19791209382958,19791209385553,19791209316434,19791209397728,19791209344124,19791209337686,19791209390285,19791209379518,19791209301346,19791209305800,19791209319015,19791209308122,19791209305042,19791209365941,19791209374036,19791209316307,19791209380170,19791209346400,19791209381714,19791209385416,19791209381390,19791209357798,19791209353705
77|2021-12-09|0|12|56|19791209378657,19791209301009,19791209395698,19791209312709,19791209327228,19791209358569,19791209318336,19791209341648,19791209391919,19791209377434,19791209346382,19791209347658,19791209321931,19791209349670,19791209337995,19791209336241,19791209391707,19791209328681,19791209397945,19791209388514,19791209398259,19791209318003,19791209334562,19791209319746,19791209397186,19791209361303,19791209302566,19791209331715,19791209365290,19791209324421,19791209342433,19791209313387,19791209301037,19791209385105,19791209360740,19791209370390,19791209353922,19791209329336,19791209357736,19791209357376,19791209381944,19791209376409,19791209320683,19791209341539,19791209369114,19791209316501,19791209380275,19791209325548,19791209315213,19791209308701,19791209366310,19791209389128,19791209371558,19791209323841,19791209346147,19791209328489
78|2021-12-09|12|24|53|19791209322823,19791209365061,19791209307182,19791209346375,19791209375563,19791209362024,19791209380638,19791209330547,19791209396236,19791209337673,19791209348930,19791209369667,19791209385667,19791209305107,19791209348567,19791209319665,19791209391033,19791209347760,19791209350014,19791209381696,19791209375411,19791209343733,19791209339785,19791209312863,19791209307393,19791209352008,19791209350520,19791209327360,19791209389416,19791209328928,19791209302628,19791209340623,19791209336434,19791209379836,19791209390502,19791209369700,19791209373443,19791209367187,19791209302167,19791209398466,19791209309506,19791209342195,19791209334227,19791209341189,19791209323217,19791209337221,19791209385871,19791209328075,19791209394800,19791209328295,19791209301820,19791209379359,19791209307210
79|2021-12-10|0|12|53|19791209307647,19791209322875,19791209337695,19791209391583,19791209364863,19791209360687,19791209385347,19791209315186,19791209356189,19791209301447,19791209350982,19791209393539,19791209344979,19791209317589,19791209371337,19791209312697,19791209392290,19791209339321,19791209341628,19791209322963,19791209334214,19791209393584,19791209310230,19791209355059,19791209356642,19791209348643,19791209383491,19791209377359,19791209349985,19791209373235,19791209307565,19791209365302,19791209398516,19791209350807,19791209353840,19791209375250,19791209311136,19791209391739,19791209339525,19791209394643,19791209394282,19791209300495,19791209374050,19791209368720,19791209334792,19791209342496,19791209381711,19791209376937,19791209354115,19791209383816,19791209330099,19791209385253,19791209324562
80|2021-12-10|12|24|49|19791209338196,19791209379390,19791209312480,19791209333793,19791209305935,19791209317992,19791209303155,19791209365815,19791209367509,19791209313733,19791209362857,19791209392527,19791209352351,19791209325801,19791209329269,19791209313988,19791209383112,19791209381035,19791209329446,19791209308199,19791209341081,19791209331900,19791209335682,19791209341185,19791209344555,19791209350667,19791209311248,19791209351540,19791209345097,19791209357324,19791209328825,19791209314643,19791209396028,19791209361523,19791209357834,19791209307470,19791209372278,19791209391310,19791209398651,19791209375392,19791209345901,19791209337623,19791209385511,19791209389215,19791209361610,19791209301898,19791209376826,19791209301576,19791209350919
81|2021-12-11|0|12|55|19791209331923,19791209337531,19791209338036,19791209341876,19791209392806,19791209371052,19791209300632,19791209304611,19791209374935,19791209303395,19791209307303,19791209326130,19791209378771,19791209320435,19791209372554,19791209341853,19791209363296,19791209312443,19791209335902,19791209339377,19791209375470,19791209318978,19791209328849,19791209356753,19791209393342,19791209379617,19791209366641,19791209302270,19791209300980,19791209334436,19791209302871,19791209365112,19791209383297,19791209304409,19791209372247,19791209363917,19791209347762,19791209387981,19791209313127,19791209340283,19791209321388,19791209333907,19791209322644,19791209396480,19791209304585,19791209324569,19791209318101,19791209351327,19791209364383,19791209332031,19791209325280,19791209377145,19791209305537,19791209316288,19791209379535
82|2021-12-11|12|24|39|19791209380644,19791209300992,19791209306107,19791209333009,19791209384283,19791209311975,19791209341896,19791209389476,19791209347858,19791209341632,19791209378179,19791209357107,19791209354821,19791209389119,19791209383864,19791209333682,19791209325691,19791209325485,19791209342068,19791209332141,19791209334024,19791209300330,19791209306203,19791209337617,19791209351740,19791209334121,19791209326597,19791209383910,19791209302898,19791209394509,19791209364973,19791209360278,19791209374188,19791209314956,19791209388441,19791209363812,19791209331512,19791209326003,19791209360356
83|2021-12-12|0|12|50|19791209353436,19791209369098,19791209391947,19791209366906,19791209316896,19791209314229,19791209337588,19791209305149,19791209370359,19791209308264,19791209319109,19791209368718,19791209355370,19791209354669,19791209313497,19791209307603,19791209334273,19791209334713,19791209393847,19791209363709,19791209375778,19791209381258,19791209352552,19791209318494,19791209388687,19791209354066,19791209362154,19791209320393,19791209308943,19791209316952,19791209312170,19791209361875,19791209363123,19791209345560,19791209335963,19791209362899,19791209377975,19791209301517,19791209332024,19791209385836,19791209341074,19791209311128,19791209350821,19791209375013,19791209325153,19791209355414,19791209358941,19791209381646,19791209331031,19791209359369
84|2021-12-12|12|24|48|19791209347178,19791209319412,19791209333924,19791209345117,19791209385977,19791209331113,19791209327509,19791209313103,19791209338845,19791209371613,19791209304068,19791209395174,19791209353085,19791209388356,19791209360101,19791209308492,19791209395087,19791209330197,19791209354391,19791209348522,19791209377933,19791209303553,19791209315252,19791209362388,19791209396226,19791209346209,19791209342718,19791209349131,19791209387510,19791209373515,19791209302568,19791209376980,19791209399208,19791209341116,19791209393669,19791209358646,19791209330658,19791209309988,19791209300657,19791209354829,19791209341089,19791209377256,19791209351082,19791209320453,19791209335750,19791209389957,19791209307098,19791209393081
85|2021-12-13|0|12|48|19791209391916,19791209384055,19791209348404,19791209333096,19791209354417,19791209390858,19791209314967,19791209303852,19791209309562,19791209356589,19791209317277,19791209353487,19791209331233,19791209333690,19791209356517,19791209323398,19791209359727,19791209354145,19791209358151,19791209399166,19791209384837,19791209398419,19791209389546,19791209343735,19791209329108,19791209382874,19791209385321,19791209331798,19791209309909,19791209396155,19791209366033,19791209312386,19791209394093,19791209334686,19791209317646,19791209339784,19791209323600,19791209352207,19791209326823,19791209307228,19791209385166,19791209357434,19791209346606,19791209394478,19791209348013,19791209331071,19791209311831,19791209392302
86|2021-12-13|12|24|53|19791209310127,19791209310168,19791209381596,19791209398339,19791209392952,19791209332690,19791209322327,19791209358864,19791209380643,19791209319209,19791209369488,19791209322077,19791209352747,19791209334490,19791209383532,19791209364995,19791209335572,19791209394879,19791209360966,19791209336804,19791209327951,19791209331541,19791209328390,19791209368837,19791209343617,19791209353439,19791209313916,19791209346346,19791209384442,19791209365047,19791209389087,19791209394417,19791209342220,19791209337893,19791209307922,19791209335837,19791209349567,19791209349501,19791209332864,19791209321765,19791209374894,19791209316649,19791209305066,19791209344634,19791209303600,19791209300532,19791209321344,19791209369417,19791209330218,19791209349006,19791209329214,19791209302690,19791209329906
87|2021-12-14|0|12|42|19791209310375,19791209392382,19791209352727,19791209332780,19791209390327,19791209387876,19791209351668,19791209395042,19791209338853,19791209364685,19791209350774,19791209316911,19791209383908,19791209376670,19791209338126,19791209396240,19791209347033,19791209355327,19791209313211,19791209329695,19791209385633,19791209356275,19791209388229,19791209385849,19791209311478,19791209360918,19791209372414,19791209326485,19791209334532,19791209399769,19791209322607,19791209300300,19791209377953,19791209385724,19791209346254,19791209333201,19791209370823,19791209383592,19791209365518,19791209347059,19791209305792,19791209380027
88|2021-12-14|12|24|40|19791209360238,19791209399877,19791209316981,19791209366703,19791209392229,19791209387683,19791209362583,19791209395444,19791209362512,19791209302850,19791209348494,19791209343571,19791209364084,19791209368565,19791209327323,19791209336747,19791209336581,19791209301501,19791209331133,19791209362862,19791209391083,19791209353003,19791209324930,19791209377167,19791209359882,19791209381431,19791209370978,19791209371271,19791209365044,19791209357632,19791209332496,19791209331870,19791209374114,19791209335840,19791209341688,19791209388169,19791209392098,19791209376114,19791209334464,19791209329772
89|2021-12-15|0|12|50|19791209336301,19791209368664,19791209343411,19791209357315,19791209373911,19791209300551,19791209381829,19791209395607,19791209331412,19791209319760,19791209300091,19791209368778,19791209346721,19791209337679,19791209391079,19791209361970,19791209373188,19791209376902,19791209316969,19791209399183,19791209355533,19791209316071,19791209311606,19791209316716,19791209315219,19791209308909,19791209397744,19791209391810,19791209318057,19791209334827,19791209365658,19791209307015,19791209333041,19791209396907,19791209314330,19791209376259,19791209369146,19791209365703,19791209343324,19791209315092,19791209396714,19791209308873,19791209334370,19791209341540,19791209334111,19791209346441,19791209377563,19791209371087,19791209311917,19791209375307
90|2021-12-15|12|24|39|19791209383692,19791209355671,19791209300660,19791209314187,19791209349367,19791209335477,19791209341038,19791209351417,19791209320903,19791209373717,19791209307571,19791209316097,19791209381294,19791209323489,19791209326918,19791209381708,19791209324543,19791209308097,19791209352007,19791209380476,19791209383788,19791209301772,19791209359019,19791209304904,19791209381132,19791209325620,19791209369908,19791209366675,19791209308620,19791209358409,19791209389878,19791209357422,19791209346578,19791209386873,19791209328045,19791209336985,19791209380510,19791209392363,19791209382051
91|2021-12-16|0|12|40|19791209315297,19791209396441,19791209301580,19791209328511,19791209348934,19791209345532,19791209352906,19791209340798,19791209396414,19791209323386,19791209342310,19791209350420,19791209336489,19791209301829,19791209362309,19791209387199,19791209302243,19791209385450,19791209351407,19791209345299,19791209396926,19791209384858,19791209305583,19791209354894,19791209351000,19791209345981,19791209399514,19791209377074,19791209340281,19791209382278,19791209360900,19791209363647,19791209385213,19791209355195,19791209303938,19791209366275,19791209310565,19791209372049,19791209333294,19791209324070
92|2021-12-16|12|24|46|19791209334793,19791209360764,19791209344766,19791209329414,19791209380469,19791209362499,19791209305231,19791209333521,19791209325086,19791209365235,19791209399839,19791209320729,19791209322809,19791209333366,19791209392562,19791209368497,19791209352107,19791209312366,19791209324015,19791209393230,19791209376941,19791209383150,19791209390997,19791209369944,19791209387437,19791209325605,19791209303031,19791209319001,19791209345067,19791209387564,19791209355808,19791209371363,19791209385152,19791209366569,19791209373396,19791209366894,19791209309829,19791209317108,19791209370165,19791209333667,19791209372857,19791209324651,19791209369453,19791209325996,19791209398005,19791209368317
93|2021-12-17|0|12|39|19791209344620,19791209336119,19791209329688,19791209372659,19791209355168,19791209378498,19791209387910,19791209311642,19791209321461,19791209332543,19791209311847,19791209333660,19791209375030,19791209314148,19791209368170,19791209358312,19791209331648,19791209300528,19791209362102,19791209370201,19791209364173,19791209335774,19791209368005,19791209317033,19791209349974,19791209354663,19791209342156,19791209363754,19791209322019,19791209347053,19791209343701,19791209319189,19791209369806,19791209338876,19791209395725,19791209369906,19791209340170,19791209342207,19791209310933
94|2021-12-17|12|24|43|19791209306399,19791209372123,19791209334324,19791209377995,19791209380880,19791209329229,19791209391994,19791209350133,19791209310410,19791209341352,19791209387656,19791209398043,19791209351664,19791209351631,19791209368520,19791209396011,19791209358407,19791209364516,19791209391692,19791209363385,19791209364423,19791209328303,19791209357311,19791209376838,19791209369386,19791209387732,19791209352854,19791209367713,19791209330354,19791209356468,19791209320975,19791209369221,19791209333863,19791209339045,19791209320125,19791209346088,19791209342375,19791209377940,19791209379057,19791209345718,19791209390330,19791209322230,19791209353132
95|2021-12-18|0|12|51|19791209374511,19791209362869,19791209326028,19791209395472,19791209371406,19791209391799,19791209303919,19791209392215,19791209342229,19791209353246,19791209348124,19791209308842,19791209385703,19791209327062,19791209328837,19791209328623,19791209343860,19791209325833,19791209349417,19791209323953,19791209300914,19791209335711,19791209379400,19791209385968,19791209363027,19791209395552,19791209309812,19791209324244,19791209316075,19791209322358,19791209344004,19791209331861,19791209362379,19791209375071,19791209309108,19791209371286,19791209364202,19791209348196,19791209399323,19791209378332,19791209365607,19791209318317,19791209350651,19791209357082,19791209317632,19791209334451,19791209373145,19791209302131,19791209351133,19791209382419,19791209347719
